Age,Flight Distance,Gender,Customer Type,Type of Travel,Class
56,1473,1,1,1,Business
34,3063,0,1,1,Business
45,735,0,1,1,Business
14,4106,1,1,1,Eco Plus
31,2181,0,1,1,Business
26,1870,0,1,1,Business
36,1833,1,1,0,Eco
19,2155,0,1,0,Eco
26,3014,0,1,0,Eco
37,2997,1,1,1,Eco
45,2224,1,1,1,Business
37,2216,1,1,1,Business
48,80,1,1,1,Business
57,348,1,1,0,Eco
33,1728,0,1,1,Eco Plus
47,2578,1,1,1,Business
36,1586,0,1,1,Eco Plus
46,939,0,1,1,Eco
34,3871,0,1,1,Business
12,1893,0,1,0,Eco
70,1816,0,1,0,Eco
43,818,0,1,1,Business
43,305,1,1,1,Eco
24,2220,0,1,0,Eco
44,2080,0,1,1,Business
43,1658,0,1,1,Business
26,2129,1,1,1,Business
64,1066,1,1,0,Business
64,652,0,1,0,Business
44,3398,0,1,1,Business
22,2326,0,0,1,Business
26,1795,0,1,0,Eco
42,1765,0,1,1,Business
22,2286,1,0,1,Eco
46,1697,0,1,1,Business
48,914,1,1,1,Business
16,3392,1,1,0,Eco
62,2031,0,1,0,Eco
25,1411,0,0,1,Business
28,1119,0,1,1,Business
39,2274,1,1,0,Eco
39,2925,0,1,0,Eco
59,615,0,1,1,Business
38,2129,1,1,1,Business
58,3273,0,1,1,Business
35,2890,1,1,1,Eco
70,428,1,1,0,Eco
29,3340,1,1,0,Eco
47,2120,0,1,1,Business
48,1111,1,1,0,Business
29,3677,0,1,1,Business
14,2429,1,1,0,Eco Plus
60,1599,0,1,1,Business
43,2296,1,1,1,Business
33,2343,1,1,1,Business
7,1611,0,1,0,Business
37,2813,1,1,0,Eco
67,2761,0,1,0,Eco
54,3348,0,1,1,Business
48,1429,0,1,0,Eco
32,1899,0,1,1,Eco
24,1406,0,0,1,Eco
40,1163,1,1,0,Eco
68,888,1,1,0,Eco
29,3040,0,1,1,Business
8,1639,0,1,0,Eco
43,3197,0,0,1,Business
24,1408,1,1,0,Eco
56,3395,0,1,0,Eco
64,3879,1,1,1,Business
24,1239,1,0,1,Business
24,3465,0,1,1,Business
27,2888,1,1,1,Business
54,722,0,1,1,Business
37,1598,0,1,1,Business
42,867,0,1,1,Business
46,722,1,1,0,Eco
67,1051,1,1,0,Eco
35,2478,1,0,1,Eco
45,2446,0,1,1,Business
57,521,1,1,1,Business
60,2134,0,1,0,Eco
22,2023,1,0,1,Eco
46,3940,1,1,1,Business
58,1036,1,1,1,Business
18,1796,0,1,1,Business
55,748,1,1,0,Business
35,1448,0,1,1,Business
31,1810,0,1,1,Business
36,2261,0,1,0,Eco
34,1698,1,1,0,Eco
37,1619,1,0,1,Eco
41,586,1,1,1,Business
38,2365,0,0,1,Business
40,2342,1,1,1,Business
47,951,0,1,1,Business
43,949,0,1,1,Business
33,3279,0,1,1,Business
50,502,1,1,1,Eco
11,2155,1,1,0,Eco
52,3721,1,1,1,Business
24,2952,0,1,1,Business
26,3263,0,1,1,Business
52,3440,0,1,0,Eco
39,2079,1,1,0,Eco
63,2351,1,1,0,Eco
48,2465,0,1,1,Eco
43,525,1,1,1,Eco
31,1850,1,1,0,Eco
33,1865,1,0,1,Business
22,1986,1,0,1,Eco
42,4171,1,0,1,Business
34,2728,1,1,0,Eco Plus
37,3338,1,1,1,Business
36,1146,1,1,1,Business
36,1451,1,0,1,Eco
41,1683,1,1,1,Eco Plus
52,135,0,1,1,Business
40,1999,0,1,1,Eco
46,499,1,1,1,Business
20,1382,1,0,1,Eco
30,1663,1,0,0,Eco
64,282,1,1,0,Eco
49,1159,0,1,0,Eco
38,1496,0,1,0,Eco
47,1007,1,1,1,Business
59,507,1,1,0,Eco
36,1729,0,1,1,Business
54,1347,1,1,1,Business
41,1800,1,1,0,Eco Plus
54,2343,0,1,0,Eco
62,1494,0,1,1,Eco
55,626,1,1,0,Eco
34,1527,1,0,1,Eco
50,1193,1,1,0,Eco
37,1087,1,1,1,Business
85,2052,1,1,1,Business
74,613,1,1,1,Eco
48,338,0,1,1,Business
46,1811,0,0,1,Eco
44,788,1,1,0,Eco
39,1271,0,1,1,Eco
51,966,0,1,1,Business
57,606,1,1,1,Eco
56,1666,0,1,1,Business
48,312,1,1,0,Eco
23,1547,0,1,0,Eco Plus
52,573,1,1,1,Eco
54,1617,0,1,0,Eco
52,2129,1,1,0,Eco
47,1307,0,1,1,Eco
24,2328,1,0,1,Eco
55,1897,0,1,1,Business
41,892,0,1,1,Business
76,77,1,1,1,Eco Plus
58,2237,0,1,1,Business
18,2031,0,1,0,Eco
52,1897,0,0,1,Business
65,947,1,1,0,Eco Plus
21,1762,1,1,0,Eco Plus
30,2122,1,1,0,Eco
33,2615,1,1,1,Business
52,2412,1,1,1,Business
40,703,0,1,1,Business
44,2128,0,1,1,Business
15,6373,0,1,0,Eco
28,1461,1,1,0,Eco
21,2031,0,1,0,Eco
35,2729,1,1,0,Eco Plus
49,3097,0,1,1,Business
36,1408,1,0,1,Business
35,1153,1,1,0,Eco Plus
24,2439,1,1,1,Business
31,1926,1,1,1,Eco Plus
41,585,0,1,1,Business
15,1536,0,1,0,Eco
41,2559,1,1,1,Business
40,2105,1,1,0,Eco Plus
41,2566,1,0,1,Business
42,935,1,1,1,Business
25,1692,1,0,1,Eco
22,2908,0,0,1,Eco
26,1995,1,0,1,Eco
64,694,1,1,1,Eco
27,1214,1,0,1,Eco
52,257,1,1,1,Business
45,1627,0,1,0,Eco Plus
37,2693,1,0,1,Eco
57,2081,0,1,0,Eco
61,974,0,1,1,Eco Plus
49,1549,0,1,1,Business
23,2596,0,1,1,Eco
53,51,1,1,1,Eco
36,377,1,1,1,Business
62,2504,1,1,0,Eco
67,2783,0,1,0,Eco
57,2636,1,1,1,Business
32,3874,0,1,1,Business
15,2087,1,1,1,Business
60,411,1,1,0,Eco
41,884,1,1,1,Business
22,1752,1,0,1,Eco
25,2090,1,1,1,Business
25,1900,0,1,1,Eco Plus
69,652,1,1,0,Eco
73,1216,0,1,1,Eco
37,2929,0,1,0,Eco
26,2780,0,1,1,Business
33,1831,1,0,1,Eco
28,4627,0,1,1,Business
43,2185,1,1,1,Business
74,2609,1,1,1,Business
42,3257,1,0,1,Eco
59,3514,0,1,1,Business
59,1601,0,1,0,Eco Plus
26,2551,1,0,1,Eco
28,1975,0,1,1,Business
47,1550,1,1,1,Eco
24,1099,1,0,1,Eco
32,3442,0,1,0,Eco Plus
57,897,1,1,0,Eco
22,2528,0,0,1,Business
30,2259,0,1,1,Eco
25,5430,0,1,1,Business
49,2803,0,1,1,Business
39,1748,0,1,1,Business
41,279,0,1,1,Business
23,3658,1,1,0,Eco
23,4105,1,1,0,Eco
58,4127,1,1,1,Business
43,1802,0,1,1,Business
42,2278,1,1,1,Business
22,1933,1,0,1,Eco Plus
54,2017,1,1,1,Business
44,2604,0,1,1,Business
41,1096,0,1,1,Business
72,3227,0,1,1,Business
26,1186,1,0,1,Eco
25,2234,0,0,1,Business
44,2840,1,1,1,Business
17,1398,1,0,1,Eco
57,617,1,1,0,Eco
60,464,0,1,1,Business
7,2498,1,1,0,Eco
48,3341,1,1,1,Business
43,1966,1,1,1,Business
45,3899,1,1,1,Business
22,2087,1,0,1,Eco
33,1109,0,0,1,Business
26,1332,0,1,0,Eco
30,1449,1,1,0,Eco
26,1794,0,0,1,Eco
48,254,0,1,0,Business
47,475,0,1,1,Business
26,1734,0,0,1,Business
54,1159,1,1,1,Eco Plus
38,2152,0,0,1,Business
39,2846,0,1,1,Business
44,2455,0,1,1,Business
44,313,0,1,1,Business
38,375,0,1,1,Business
50,2981,1,0,1,Business
44,252,0,1,1,Business
35,3874,0,1,1,Eco
33,5431,0,1,1,Business
25,2176,1,0,1,Eco
24,3504,1,1,1,Business
46,691,1,1,1,Business
7,1504,0,1,0,Business
47,2788,0,1,1,Business
43,1602,0,1,1,Eco
39,1913,0,1,1,Business
46,2489,1,1,1,Business
35,1362,1,1,1,Eco
13,1840,0,1,0,Eco
36,2099,0,0,1,Eco
24,3788,0,1,1,Business
21,1895,1,1,0,Eco
51,3923,1,1,1,Business
37,2444,0,1,0,Eco
47,3419,0,1,1,Business
62,1402,0,1,0,Eco
32,2166,0,1,0,Eco
43,1884,0,1,1,Business
41,1638,0,1,1,Business
40,3028,0,1,0,Eco
16,1643,1,1,0,Eco Plus
59,1089,1,1,1,Business
52,1152,0,1,1,Eco
27,1798,0,0,1,Business
24,1386,1,0,1,Eco
43,116,1,1,0,Eco
23,942,1,1,0,Eco
60,881,1,1,1,Eco
49,3377,1,1,1,Business
62,3823,0,1,1,Business
50,262,0,1,0,Business
41,326,0,1,1,Business
40,3131,0,1,1,Business
53,2502,1,1,0,Eco Plus
54,3680,1,1,1,Business
37,1813,1,1,1,Eco
49,1194,1,1,1,Business
57,2608,0,1,0,Eco
33,1390,1,1,1,Eco Plus
24,3131,1,0,1,Eco
51,3767,0,1,1,Business
49,1859,0,1,0,Eco
38,1324,1,0,1,Eco
36,3257,0,1,1,Eco
40,2476,0,1,1,Business
32,1800,0,1,0,Eco
26,2292,1,1,0,Eco
29,1835,1,1,1,Eco Plus
20,1428,0,1,0,Eco Plus
52,3272,0,1,0,Eco
25,2036,1,1,0,Eco
33,2536,1,1,1,Business
31,1948,0,1,0,Eco
8,1543,1,1,0,Eco
29,2223,0,0,1,Eco
48,2331,0,1,1,Eco
39,450,0,1,1,Business
64,2777,0,1,0,Eco
41,1059,0,1,0,Eco
28,1733,1,1,0,Eco
36,3494,0,1,1,Business
49,943,0,1,1,Business
37,2516,0,1,0,Eco Plus
32,2330,1,1,0,Eco
36,1960,0,0,1,Eco
27,1616,1,0,1,Eco
29,1730,1,1,0,Eco
40,1309,1,1,0,Eco
16,1674,1,0,1,Business
33,4383,0,1,1,Business
61,125,1,1,1,Eco
57,2048,0,1,1,Business
40,1699,1,1,1,Business
36,2394,1,0,1,Business
69,1081,1,1,0,Eco
30,1970,1,1,0,Eco Plus
61,640,1,1,1,Business
8,1839,0,1,0,Business
35,5032,0,1,1,Business
18,1664,1,0,1,Eco
25,2568,1,1,1,Business
60,2049,0,1,1,Eco
13,2444,1,1,1,Business
28,4647,0,1,1,Business
58,443,1,1,0,Eco
30,1497,1,0,1,Eco
12,2125,1,1,0,Eco
48,2218,0,1,0,Eco
48,266,0,1,1,Business
22,1488,1,1,1,Eco Plus
60,2034,0,1,0,Eco
25,1880,1,0,1,Business
56,529,1,1,1,Business
35,2184,0,1,1,Business
47,442,1,1,1,Business
25,1956,0,0,1,Eco
50,1497,0,0,1,Eco
35,1763,1,1,1,Business
51,1435,0,1,1,Business
44,411,1,1,1,Business
38,2519,1,1,1,Eco
64,2305,0,1,0,Eco
42,654,1,1,1,Business
60,1768,0,1,0,Eco
44,616,1,1,1,Business
77,1745,1,0,1,Eco
15,1973,1,1,0,Eco Plus
16,2412,0,0,1,Eco
22,1882,1,1,0,Eco
19,3862,0,1,1,Business
39,1030,0,1,1,Business
26,2195,1,0,1,Business
13,1417,1,1,0,Eco Plus
54,3148,1,1,1,Business
48,463,1,1,1,Business
43,984,0,1,1,Business
46,2754,1,1,1,Business
22,1576,0,0,1,Eco
56,3895,1,1,1,Business
29,4102,1,1,1,Business
55,1856,1,1,1,Business
27,2449,0,1,1,Business
19,5282,1,1,1,Business
50,3410,0,1,1,Business
45,1378,0,1,1,Eco
23,1389,0,1,1,Eco
34,2506,1,1,0,Eco
31,1526,1,1,0,Eco
38,2272,1,1,0,Eco
25,1337,1,0,1,Eco
60,1921,1,1,1,Business
50,632,0,1,1,Business
36,3992,1,1,0,Eco
27,3011,0,1,1,Business
22,1149,1,0,1,Business
29,4532,0,1,1,Business
60,239,1,1,1,Business
40,2907,0,1,1,Business
20,1695,0,0,1,Business
18,1163,1,0,1,Eco
48,2247,0,1,0,Eco
31,2128,0,1,1,Business
71,1562,0,1,1,Business
25,1610,1,1,0,Eco
39,1517,1,0,1,Business
29,1163,0,0,1,Eco
50,1989,0,1,0,Eco
57,3794,1,1,1,Business
35,1854,1,1,1,Business
25,2203,0,1,0,Eco
23,2846,1,1,0,Eco
63,687,1,1,1,Business
30,2835,0,1,1,Business
68,2173,0,1,1,Business
50,2132,0,1,1,Eco Plus
44,462,1,1,0,Eco
59,391,1,1,1,Eco
55,1081,1,1,0,Eco
29,2625,1,0,1,Eco
60,540,1,1,0,Eco Plus
52,2573,1,1,1,Business
33,2449,1,1,0,Eco
43,1074,1,1,0,Eco
46,3839,0,1,1,Business
61,1463,0,1,0,Eco Plus
48,1699,0,1,1,Business
55,884,1,1,0,Eco
31,2251,1,1,1,Business
58,631,1,1,0,Eco
52,2408,0,1,1,Eco
33,96,1,1,1,Business
56,2230,1,1,1,Business
57,241,1,1,1,Business
41,458,0,1,1,Business
24,1275,1,0,1,Eco
36,3238,0,1,1,Business
70,359,1,1,0,Eco
58,1108,1,1,0,Eco Plus
42,540,1,1,1,Eco Plus
29,2537,1,1,1,Business
53,315,1,1,0,Eco
30,3583,0,1,1,Business
58,448,1,1,0,Eco
25,4574,1,1,1,Business
20,2483,1,1,1,Business
30,2203,1,1,0,Eco
24,2172,1,0,1,Eco
12,1739,0,1,0,Eco
51,1950,0,1,1,Eco
29,2018,0,1,1,Business
51,1321,0,1,1,Eco
36,3714,0,1,0,Eco
35,1849,1,0,1,Eco
47,2454,0,0,1,Eco
54,1085,1,1,1,Business
48,3937,0,1,1,Business
11,2003,1,1,0,Eco
41,2623,0,1,1,Business
56,2623,1,1,1,Business
51,609,0,1,0,Business
37,1850,1,0,1,Business
22,1908,0,0,1,Eco
42,3935,0,1,1,Business
41,589,0,1,1,Business
22,2169,1,1,0,Eco
41,2660,1,1,1,Business
23,1647,1,1,0,Eco
57,2665,0,1,1,Business
59,462,0,1,1,Business
67,429,0,1,1,Business
46,1037,1,1,0,Eco
22,1874,1,0,1,Business
7,2257,0,1,0,Eco Plus
30,1629,1,0,1,Eco Plus
49,1947,1,0,1,Business
49,334,1,1,0,Eco
24,1318,1,0,1,Eco
33,878,0,1,1,Business
39,1888,1,0,1,Business
22,2021,0,1,1,Business
36,84,0,1,1,Business
54,632,1,1,1,Business
39,1621,0,1,1,Business
59,644,0,1,1,Business
24,4838,1,1,1,Business
21,2592,1,0,1,Business
39,3440,1,1,1,Business
43,2541,0,1,1,Business
11,1217,0,1,0,Eco
43,98,1,1,1,Eco Plus
23,1938,0,0,1,Eco
45,803,0,1,0,Business
46,1963,1,1,1,Business
40,1473,1,1,1,Business
46,320,1,1,0,Eco
53,1170,0,1,1,Eco Plus
16,1528,0,0,1,Eco
45,1788,0,1,0,Eco
63,269,1,1,1,Business
47,411,1,1,0,Eco
25,2065,0,0,1,Business
51,1407,1,1,1,Business
29,4372,0,1,1,Business
61,3422,0,1,1,Business
9,1961,1,1,0,Eco
80,1822,0,0,1,Eco
43,1475,1,1,0,Eco
25,2754,0,0,1,Eco
47,2228,0,0,1,Eco
13,1484,1,1,0,Eco
52,2239,0,1,0,Eco
41,3548,0,1,1,Business
52,2500,0,1,1,Business
41,1461,0,1,1,Business
39,403,0,1,1,Business
50,1827,0,1,0,Eco
39,2711,0,1,1,Business
21,1971,0,1,0,Eco
37,72,0,1,1,Business
50,2991,1,1,1,Business
31,3142,0,1,1,Business
39,3009,0,1,1,Business
20,1619,0,1,1,Eco
64,2050,0,1,0,Eco
28,2461,1,0,1,Eco
11,1954,1,1,0,Eco
40,1952,1,1,1,Eco
44,4368,0,1,1,Business
19,2806,0,1,1,Business
24,1659,1,1,0,Eco
37,2360,1,0,1,Eco
42,1726,0,1,1,Eco
8,2656,0,1,0,Eco
35,3011,1,0,1,Eco
41,2010,0,1,1,Business
36,3760,1,1,0,Eco
72,1489,1,0,1,Eco
42,1583,0,1,1,Business
60,288,1,1,1,Eco
36,1643,1,1,0,Eco
31,2158,1,1,1,Business
33,2685,0,1,1,Business
67,207,1,1,1,Eco Plus
57,1942,1,1,1,Business
22,4007,0,1,0,Business
20,1933,0,0,1,Eco
42,2374,0,1,1,Business
46,632,0,1,1,Business
21,4841,0,1,1,Business
21,1786,1,1,1,Business
38,2194,0,1,1,Eco
24,1917,1,1,0,Eco
62,249,1,1,0,Eco
48,3805,0,0,1,Eco
49,2102,1,1,0,Eco
46,1642,0,1,1,Business
48,3216,1,1,1,Business
20,2541,1,1,0,Eco
37,2354,0,1,1,Eco Plus
39,2074,0,1,1,Business
42,3200,0,1,1,Business
52,3791,1,1,1,Business
28,3266,1,1,0,Business
20,2135,0,0,1,Eco
22,2684,1,1,0,Eco
69,1017,1,1,0,Eco
37,1341,0,1,0,Eco
23,2116,1,1,0,Eco
33,2133,1,1,0,Eco Plus
18,2400,1,0,1,Eco
34,241,1,1,1,Business
49,6532,0,1,1,Business
66,1617,0,1,0,Eco
47,1793,0,1,1,Business
25,1289,0,0,1,Eco
49,212,0,1,1,Business
26,2892,0,0,1,Business
68,1496,1,1,0,Eco Plus
44,1713,1,1,1,Business
30,2197,0,1,1,Business
50,3155,1,1,1,Business
11,2065,0,1,0,Eco
43,2371,1,1,1,Business
49,3633,1,1,1,Business
49,3887,1,1,1,Business
40,903,0,1,1,Business
31,2250,0,1,1,Business
42,2090,1,1,1,Business
55,220,1,1,1,Business
60,86,1,1,1,Business
24,2366,0,0,1,Eco
36,3216,1,1,1,Business
47,226,1,1,1,Business
22,2338,1,1,1,Business
25,5179,0,1,1,Business
63,1395,0,1,0,Eco
66,2332,0,1,0,Eco
45,271,1,1,1,Eco Plus
50,358,1,1,0,Eco
53,1564,0,1,1,Business
44,362,1,1,0,Business
31,3716,0,0,1,Business
59,1995,0,1,0,Eco
55,3657,0,1,1,Business
26,1716,0,0,1,Eco
32,2372,0,1,0,Eco
12,2239,0,1,0,Eco
60,1453,1,1,1,Business
17,2708,0,0,1,Eco
27,1207,1,0,1,Eco Plus
23,1157,1,0,1,Eco
46,2330,1,0,1,Business
30,1703,1,1,0,Eco
40,1683,0,1,1,Eco
31,3052,0,1,1,Business
63,1909,0,1,0,Eco
42,3074,0,1,1,Business
7,1927,0,1,0,Eco
40,3483,1,1,1,Business
29,2581,0,1,1,Business
59,1465,0,1,1,Business
42,882,1,1,1,Business
46,3289,1,0,1,Business
58,438,1,1,0,Business
69,1825,0,1,0,Eco
56,682,1,1,1,Eco
44,1269,0,0,1,Eco
45,1746,0,1,1,Business
19,1578,1,1,0,Business
13,2134,0,1,0,Business
40,813,0,1,0,Business
47,881,1,1,1,Business
23,4231,0,1,1,Business
9,2826,0,1,1,Business
38,1774,1,0,1,Eco
44,1980,1,1,1,Business
60,275,0,1,1,Business
64,1479,0,1,0,Eco
40,2636,0,1,1,Business
57,1462,0,1,1,Business
41,2439,1,1,1,Business
55,3218,0,1,1,Business
21,2464,1,0,1,Business
33,858,1,1,1,Business
43,2111,1,1,1,Business
57,912,1,1,0,Eco
22,1750,0,0,1,Business
44,2063,1,0,1,Business
59,1505,0,1,1,Business
59,801,1,1,0,Eco
53,1939,0,1,1,Business
45,2246,0,1,1,Eco
48,2047,0,1,1,Business
44,342,0,1,1,Business
59,2392,0,1,1,Business
49,2505,1,0,1,Business
29,2804,1,1,0,Eco
29,2017,1,1,1,Eco
33,2018,0,1,0,Eco
9,2950,1,0,1,Eco
49,2547,0,1,1,Business
44,1850,0,1,1,Business
79,2035,0,1,1,Business
26,789,1,0,1,Eco
22,5306,0,1,1,Business
13,2355,1,1,0,Eco Plus
35,2108,0,1,1,Business
57,239,1,1,1,Business
27,1052,1,0,1,Business
42,3981,0,1,1,Business
42,2466,1,1,1,Business
43,3770,0,1,1,Eco
41,1781,0,1,1,Business
55,2867,1,1,1,Business
50,4785,0,1,1,Business
19,1261,0,1,0,Eco
45,1995,0,0,1,Business
48,1617,1,1,1,Business
36,805,0,0,1,Eco
22,2034,1,0,1,Business
32,1667,0,0,1,Eco
15,2383,0,1,0,Eco
50,2205,0,0,1,Business
43,306,1,1,1,Eco
34,2771,0,0,1,Eco
22,4644,1,1,1,Business
69,643,1,1,0,Eco
64,1747,0,1,1,Eco
22,1955,0,0,1,Eco
41,862,0,1,1,Business
37,294,0,1,1,Business
55,1320,1,1,1,Business
34,2872,1,1,1,Business
32,1251,1,0,1,Business
65,2315,0,1,0,Eco Plus
60,2218,0,1,1,Business
33,1086,1,1,1,Business
53,2037,0,1,0,Eco
23,1865,0,0,1,Eco
66,583,0,1,1,Business
49,1827,0,1,1,Eco
57,2045,1,0,1,Eco
24,1559,1,1,0,Eco
59,515,1,1,1,Business
47,1627,0,1,0,Eco
37,440,1,1,1,Business
37,2770,1,1,0,Eco
43,596,1,1,1,Eco
46,2344,0,0,1,Business
27,2412,0,0,1,Eco
60,2818,1,1,1,Business
39,1030,0,1,1,Business
9,2515,0,1,0,Eco
23,2570,1,1,0,Eco
31,3232,0,1,1,Business
22,1496,0,0,1,Eco
29,1330,0,0,1,Business
52,1902,0,1,1,Eco
39,1861,1,1,1,Eco Plus
12,1636,1,1,0,Eco
53,1492,0,1,1,Business
58,385,1,1,0,Eco
46,733,0,1,1,Business
32,2022,1,1,1,Business
41,3221,1,1,1,Business
25,2161,1,0,1,Eco
53,775,1,1,0,Eco
20,2099,0,1,0,Eco
11,2082,0,1,0,Eco Plus
35,2335,1,1,1,Business
53,596,1,1,0,Eco
29,4323,0,1,1,Business
72,3681,1,1,1,Business
34,553,0,1,1,Business
22,2061,1,1,0,Eco
29,1111,1,1,1,Eco
42,3562,0,1,1,Business
25,2509,0,1,1,Eco
22,1588,1,0,1,Business
72,1838,0,1,1,Eco
31,3382,0,0,1,Eco
27,1403,0,0,1,Business
52,2613,1,1,1,Business
20,3864,0,1,1,Business
21,1592,1,0,1,Eco
42,868,1,1,1,Eco
40,2042,0,1,0,Eco
25,1759,1,1,0,Eco
67,693,1,1,1,Eco Plus
53,4098,1,1,1,Business
23,2575,0,0,1,Eco
24,2507,0,0,1,Eco
35,1462,0,1,0,Eco
33,3205,0,1,1,Business
48,430,0,1,1,Business
46,4035,0,1,1,Business
18,1755,1,0,1,Business
50,2945,0,0,1,Business
23,1970,1,1,1,Business
22,3791,1,1,1,Business
22,1795,1,0,1,Eco
24,1170,0,0,1,Eco
61,3065,1,1,1,Business
46,1208,1,1,0,Eco
47,448,0,1,0,Business
40,459,0,1,1,Business
42,1544,0,1,0,Eco
19,2746,1,0,1,Eco
12,2906,0,1,1,Business
12,4314,1,1,1,Business
64,2438,0,1,0,Eco
44,2350,0,0,1,Eco
38,2506,1,1,1,Business
33,1563,0,1,1,Eco
20,1607,0,0,1,Eco
33,2174,1,0,1,Eco
37,1578,1,0,1,Eco
24,1709,1,0,1,Eco
11,4413,0,1,0,Eco
24,1584,1,1,1,Eco
14,1816,1,1,0,Eco
27,1481,1,0,1,Eco
55,3762,0,1,1,Business
49,2919,1,1,1,Business
28,2350,0,1,0,Eco
50,2924,0,1,0,Eco
63,332,1,1,0,Eco
50,2114,1,1,0,Eco
58,50,1,1,1,Business
53,1896,0,1,1,Business
29,2274,1,1,0,Eco
50,2062,0,1,1,Business
41,1948,0,1,1,Eco
36,1351,0,1,0,Eco
50,3206,1,1,1,Business
61,425,1,1,0,Eco
42,3315,1,1,1,Business
60,3369,0,1,1,Business
13,1590,1,1,0,Eco
48,225,1,1,0,Eco
45,110,1,1,0,Eco
41,242,1,1,0,Eco Plus
31,2110,1,1,1,Eco
36,2466,1,1,1,Business
40,943,0,1,1,Business
50,841,1,1,1,Eco
47,3349,0,1,1,Business
33,2656,0,1,1,Business
22,2900,0,0,1,Eco
68,1587,1,0,1,Eco
52,2461,1,1,1,Business
65,1770,0,1,0,Eco
21,1918,1,0,1,Eco
67,2028,0,1,0,Eco
13,1978,0,1,1,Business
22,1658,1,1,1,Eco
35,455,0,1,1,Business
33,2672,1,1,0,Eco
29,2693,0,1,1,Business
26,2856,0,1,1,Eco Plus
29,2172,0,1,0,Eco
67,3394,1,1,1,Business
36,2734,0,1,1,Business
34,449,1,1,1,Business
43,1510,0,0,1,Eco Plus
62,1581,1,1,0,Eco
69,633,1,1,0,Eco
67,3940,0,1,0,Eco
38,1722,0,0,1,Eco
36,2974,0,1,1,Business
60,1709,0,1,1,Business
11,1820,1,1,0,Eco Plus
25,2700,1,1,1,Business
52,1784,1,1,1,Business
30,2215,0,1,0,Eco
36,2428,0,0,1,Business
21,2526,0,1,0,Eco
35,3611,0,1,1,Business
29,4469,1,1,1,Business
22,2624,0,1,1,Business
22,1291,1,0,1,Business
40,428,1,1,1,Business
57,1343,0,1,1,Eco
35,2323,0,1,1,Eco
24,2464,0,0,1,Eco
76,1697,0,1,1,Eco
61,1595,0,1,0,Eco
38,1450,0,0,1,Eco
60,1960,0,1,1,Business
60,2139,0,1,1,Business
23,1710,0,0,1,Eco
39,2373,0,1,1,Eco
47,1215,0,1,1,Eco
23,1332,1,1,0,Eco
24,2173,1,1,0,Eco
40,2289,0,1,0,Eco
70,1686,0,1,0,Eco
57,694,1,1,0,Eco
52,1288,0,1,0,Eco
35,2921,0,0,1,Eco
16,1480,0,1,0,Eco
42,1906,0,1,1,Eco
51,1698,1,1,1,Business
51,245,1,1,0,Eco
25,2712,1,1,0,Eco
17,3156,1,1,0,Eco
34,1823,1,1,0,Eco
21,1003,0,1,1,Business
38,1867,0,0,1,Business
67,867,1,1,0,Eco
69,296,1,1,0,Eco
43,664,0,1,1,Business
48,2626,0,1,1,Eco
56,3644,0,1,1,Business
48,1566,0,1,0,Eco
24,1560,0,0,1,Eco
31,2988,0,0,1,Business
53,273,1,1,1,Business
45,461,1,1,0,Eco
32,3337,0,1,1,Business
22,1372,1,0,1,Eco
67,1622,0,1,0,Eco Plus
40,1408,0,0,1,Eco
52,2116,1,1,1,Business
23,1556,0,1,0,Eco Plus
13,1559,0,1,0,Business
30,2306,1,0,1,Eco
21,2718,0,0,1,Business
38,347,0,1,1,Business
50,2582,0,1,0,Eco
35,4037,0,1,1,Business
7,1821,1,1,0,Business
21,1976,0,0,1,Eco
40,2229,1,1,1,Eco
23,2451,1,1,1,Eco Plus
51,1209,1,1,1,Eco
44,3087,0,1,1,Business
14,1992,1,1,0,Eco Plus
38,2554,0,1,1,Business
59,559,0,1,1,Business
52,409,1,1,1,Business
25,3780,1,1,1,Business
45,1568,1,0,1,Business
52,2666,0,1,0,Eco
23,1877,0,1,0,Eco
70,557,1,1,0,Eco
42,619,1,1,1,Eco Plus
23,1983,1,0,1,Eco
26,1651,1,0,1,Eco
47,2054,0,1,0,Eco
50,721,1,1,1,Eco
17,1782,0,0,1,Eco
43,1025,1,1,1,Business
15,2202,1,1,0,Eco
29,2845,1,0,1,Eco
17,2621,1,0,1,Eco
70,1968,0,1,0,Eco
55,2273,1,1,1,Business
25,2829,1,0,1,Eco
23,2914,1,0,1,Eco
39,770,1,1,1,Business
37,1738,1,1,1,Business
22,2003,0,1,0,Eco Plus
67,1668,0,1,1,Business
34,3816,0,1,1,Business
46,747,0,1,1,Business
21,2519,1,0,1,Eco
54,2544,1,1,1,Business
41,1081,1,1,1,Eco
21,1333,1,1,0,Eco
69,786,1,1,0,Business
9,2454,1,1,0,Eco
55,2138,0,1,0,Eco Plus
68,2116,0,1,0,Eco
12,2696,0,1,0,Eco
52,3299,0,1,0,Eco
32,1872,0,1,0,Eco
31,1759,0,1,0,Eco
48,278,1,1,1,Business
11,1853,0,1,0,Eco
50,3004,0,1,1,Business
27,2173,0,1,0,Eco
53,3212,0,1,1,Business
33,2852,1,1,1,Eco Plus
19,1719,1,1,1,Eco Plus
29,1882,1,1,1,Eco
24,5147,1,1,1,Business
45,2249,0,0,1,Business
49,1470,1,0,1,Eco
36,1536,1,1,0,Eco Plus
20,2166,1,1,0,Eco
62,1752,1,1,0,Eco
40,247,0,1,1,Business
59,1025,1,1,1,Business
10,4166,0,1,1,Business
